Workpackage,treatment,time,Category,Subcategory,Domain,Final_Taxonomy,tpm
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Dinoflagellata,0.7485478632143299
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gonyaulacales,6.02026553054162
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gymnodiniales,2.8426628009075436
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Peridiniales,0.8939396863364559
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Suessiales,0.45566230204524755
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Stramenopiles,0.20390047276393694
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Ochrophyta,5.5648438720818465
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Bacillariophyta,13.84276542677749
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Chlorophyta,3.139959897301203
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Hacrobia,0.9936545278329704
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Rhizaria,0.15203451469249524
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Other eukaryotes,1.270421383562398
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Alphaproteobacteria,71.0990562138169
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhodobacterales,1052.4056557474
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Puniceispirillales,25.595094178541373
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhizobiales,3.8396418456702035
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Gammaproteobacteria,23.19863882502821
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Burkholderiales,3.7918884435411764
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Enterobacterales,1581.2150514885957
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Pseudomonadales,1038.2448365727676
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,SAR86,381.5336364580389
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Flavobacteriales,10.535326293206394
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Actinobacteriota,0.4951489121146806
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Archaea,12.730986580521703
WP2,C,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Other prokaryotes,5.836664705485509
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Spirotrichea,0.7201265579217955
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Choreotrichida,5.746253533157155
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Tintinnida,0.4719102489058642
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Dinoflagellata,27.315694588201747
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gonyaulacales,18.757437081477867
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gymnodiniales,15.620762851448948
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Peridiniales,57.12567558875338
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Suessiales,8.247652821307224
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Symbiodinium,0.355104651010136
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Stramenopiles,147.62332151279017
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Ochrophyta,18.72904908500872
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Bacillariophyta,2639.152385346037
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Thalassiosira,587.261507596148
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chaetoceros,289.58707383665745
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Skeletonema,78.46097189877685
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Pseudo-nitzschia,23.21317386673814
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chlorophyta,772.8414204934788
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Amoebozoa,16.053465298845847
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Hacrobia,25.375643467389423
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Rhizaria,6.934004050168221
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Other eukaryotes,4.991640568753807
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Alphaproteobacteria,1.118659051200582
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhodobacterales,75.1258442894235
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Puniceispirillales,7.5733407378299695
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhizobiales,0.8933980615246415
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Gammaproteobacteria,103.49848712959164
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Burkholderiales,0.5089998207367001
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Enterobacterales,8.876341230496669
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Pseudomonadales,189.38693953624403
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,SAR86,470.6070187435955
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Flavobacteriales,19.41276785696639
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Cyanobacteria,1.2052579381469763
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Planctomycetota,20.849098417009
WP2,C,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Other prokaryotes,324.8603511096065
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Spirotrichea,8.943220960977289
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Choreotrichida,0.22249234828602932
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Tintinnida,0.20140946342504848
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Dinoflagellata,99.39043756922719
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gonyaulacales,27.550471326471378
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Alexandrium,0.1440253115843591
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gymnodiniales,30.97620790515445
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Peridiniales,6.8794821628240275
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Suessiales,4.322538529516027
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Stramenopiles,3.5529545628947474
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Ochrophyta,66.34492266534049
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Bacillariophyta,354.8880218630114
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Thalassiosira,4.1626240531363585
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chaetoceros,0.2880506231687182
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Skeletonema,0.5423680824993983
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Pseudo-nitzschia,0.30255543716981087
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Glaucophyta,0.20140946342504848
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chlorophyta,4.8553659774356595
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Amoebozoa,7.25234835290996
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Hacrobia,35.82924553793611
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Rhizaria,13.51620021953972
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Other eukaryotes,10.582326540045388
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Alphaproteobacteria,3.638742254533376
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhodobacterales,27.036202272126026
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Puniceispirillales,0.5914198323430963
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhizobiales,1.224890294714428
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Gammaproteobacteria,2.450330756060519
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Enterobacterales,28.323640423446367
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Pseudomonadales,136.29303373081132
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,SAR86,2.5617146050434934
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Bacteroidota,2.7017696662197057
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Flavobacteriales,12.126506368902104
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Cyanobacteria,0.3441597975239079
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Actinobacteriota,0.30197822918154543
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Archaea,10.104279318732683
WP2,C,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Other prokaryotes,8.178109239452978
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Spirotrichea,0.1440253115843591
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Dinoflagellata,0.7902077701935725
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Gymnodiniales,0.2567438479590875
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Peridiniales,0.24805138908206797
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Suessiales,0.18394208570407766
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Stramenopiles,0.2688401125882234
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Ochrophyta,0.48000191198093195
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Bacillariophyta,72.36449609028068
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Chaetoceros,13.30032598725229
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Glaucophyta,1.148633766988893
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Chlorophyta,1.2928707799611459
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Hacrobia,0.3741268509297523
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Rhizaria,0.38867289491431073
WP2,C,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Other eukaryotes,1.1774316936031846
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Alphaproteobacteria,29.0524646735664
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhodobacterales,299.98714407579246
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Puniceispirillales,68.72067102975709
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhizobiales,1.2165325440344317
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Gammaproteobacteria,6.885990537731352
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Burkholderiales,2.732257400357077
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Enterobacterales,263.25605306187515
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Pseudomonadales,422.2389679974382
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,SAR86,9.238028572640486
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Bacteroidota,0.8418850123731526
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Flavobacteriales,75.2140321791547
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Archaea,0.46570037726350294
WP2,C,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Other prokaryotes,9.17080016563329
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Dinoflagellata,6.382636874344677
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gonyaulacales,6.517781601697553
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Alexandrium,15.072150904583197
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gymnodiniales,4.6327443877286685
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Peridiniales,4.13092818351267
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Suessiales,1.2272657236244267
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Stramenopiles,36.170927343477516
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Ochrophyta,4.372760283800156
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Bacillariophyta,9.797158672924752
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chaetoceros,0.2543999192976118
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chlorophyta,3.132750718290611
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Amoebozoa,0.8545287749594566
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Hacrobia,1.174110347818
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Rhizaria,1.8177247032855428
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Other eukaryotes,6.628662072153525
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Alphaproteobacteria,0.7131045570843959
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhodobacterales,62.305524603250724
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Puniceispirillales,0.6265056701380015
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhizobiales,0.2977993538415472
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Gammaproteobacteria,0.46570037726350294
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Burkholderiales,0.5286321773041519
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Pseudomonadales,6.390212783140369
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Bacteroidota,0.293620478501549
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Flavobacteriales,3.74218758115389
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Firmicutes,1.2248902947144282
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Planctomycetota,0.587240957003098
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Archaea,1.2670718630567905
WP2,C,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Other prokaryotes,3.809154111532832
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Spirotrichea,11.488185097984815
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Choreotrichida,545.3050552386535
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Tintinnida,20.25885203593368
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Dinoflagellata,10.304383038896658
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gonyaulacales,127.94192878922438
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Alexandrium,49.67043238117511
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gymnodiniales,24.341114842818453
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Peridiniales,27.88660211447351
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Suessiales,50.966122125706725
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Symbiodinium,7.789759362916184
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Syndiniales,1.5453983249782717
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Stramenopiles,82.1266927790387
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Ochrophyta,612.2678170179427
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Bacillariophyta,237.1851204353244
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Thalassiosira,57.31588899642968
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chaetoceros,127.91784543203246
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Skeletonema,2.961634934438583
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Pseudo-nitzschia,12.784237249981883
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Glaucophyta,10.750432093625703
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chlorophyta,82.65711296272862
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Amoebozoa,79.87697945379169
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Hacrobia,138.70029241995275
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Rhizaria,86.3012852255344
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Other eukaryotes,185.45436054142948
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Alphaproteobacteria,3.389670032949985
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Rhodobacterales,18.72720776543675
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Puniceispirillales,1.9577581466804026
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Gammaproteobacteria,10.233348064024849
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Burkholderiales,1.412698758019667
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Enterobacterales,15.230747651981392
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Pseudomonadales,44.71731576390295
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,SAR86,0.587240957003098
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Bacteroidota,18.679480776682876
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Flavobacteriales,24.785819455268427
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Firmicutes,0.30197822918154543
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Cyanobacteria,0.293620478501549
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Actinobacteriota,2.027929822270213
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Planctomycetota,0.587240957003098
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Archaea,7.361585769123223
WP2,C,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Other prokaryotes,197.21513225076035
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Dinoflagellata,2.0872226334919395
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gonyaulacales,23.053255614075248
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gymnodiniales,3.8192255372821013
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Peridiniales,4.820241709218401
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Suessiales,0.34530268657951185
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Stramenopiles,0.15783059849563041
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Ochrophyta,0.8057858648237807
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Bacillariophyta,2.942288335279149
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Chlorophyta,0.43511657156173034
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Hacrobia,1.3963351381088953
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Other eukaryotes,0.44995884112855766
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Alphaproteobacteria,142.83925891422766
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhodobacterales,410.41300299900803
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Puniceispirillales,41.212678786238236
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhizobiales,3.6961798123028804
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Gammaproteobacteria,1.0621332861237
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Burkholderiales,1.0674630142331198
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Enterobacterales,149.55068481802766
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Pseudomonadales,726.811973075657
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,SAR86,15.054107305808277
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Bacteroidota,1.0408627086474351
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Flavobacteriales,4.795532581096593
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Archaea,2.8288183892440584
WP2,C,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Other prokaryotes,6.541003497529003
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Choreotrichida,0.31650756366332267
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Dinoflagellata,22.861606796784187
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gonyaulacales,42.39144362267483
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gymnodiniales,17.727678461878813
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Peridiniales,62.66869368060716
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Suessiales,3.908150006046854
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Symbiodinium,0.4063214486455411
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Stramenopiles,329.5254020184956
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Ochrophyta,7.650170490809141
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Bacillariophyta,401.5687827071307
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Thalassiosira,88.41859096295832
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chaetoceros,45.57232503045793
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Skeletonema,7.257845229322222
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Pseudo-nitzschia,2.675146707670062
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chlorophyta,125.66217466395528
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Amoebozoa,54.8041183406954
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Hacrobia,17.95211544703161
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Rhizaria,13.587412180755257
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Other eukaryotes,3.275134878720209
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Alphaproteobacteria,1.9454677818569768
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhodobacterales,14.370785787153372
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Puniceispirillales,5.857665867220292
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhizobiales,0.52840177900714
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Gammaproteobacteria,35.81878615898826
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Burkholderiales,1.0727927423425396
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Enterobacterales,8.84934219748793
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Pseudomonadales,157.091382632911
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,SAR86,17.562571764422206
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Flavobacteriales,6.1886792540692594
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Cyanobacteria,0.7965878808524214
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Actinobacteriota,1.419722811077644
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Planctomycetota,5.321269496049023
WP2,C,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Other prokaryotes,82.0304921740642
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Spirotrichea,3.9069354180599647
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Choreotrichida,0.18136355285396408
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Tintinnida,0.5397727261107761
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Dinoflagellata,285.3509511148763
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gonyaulacales,72.79275039732094
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Alexandrium,0.18136355285396408
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gymnodiniales,119.63897435314841
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Peridiniales,10.71232547151899
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Suessiales,4.880457154157772
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Stramenopiles,5.430385996069432
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Ochrophyta,34.90135007486504
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Bacillariophyta,78.56575075393211
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Thalassiosira,0.7661842825678596
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Skeletonema,0.20186964954197606
